,Food,Grams,Calories,Protein,Fat,Sat.Fat,Fiber,Carbs,Category,Calorie per gram,protein fat ratio
528,"Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum)",100,66.95,1.8,3.63,1.838,0.0,6.77,Infant formula,0.6695,0.49586776859504134
529,"Infant formula, powder, made with tap water (Similac Expert Care Alimentum)",100,66.95,1.8,3.63,1.838,0.0,6.77,Infant formula,0.6695,0.49586776859504134
530,"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum)",100,66.95,1.8,3.63,1.838,0.0,6.77,Infant formula,0.6695,0.49586776859504134
531,"Infant formula, powder, made with baby water (Similac Expert Care Alimentum)",100,66.95,1.8,3.63,1.838,0.0,6.77,Infant formula,0.6695,0.49586776859504134
532,"Infant formula, NS as to form (Similac Advance)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
533,"Infant formula, ready-to-feed (Similac Advance)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
534,"Infant formula, liquid concentrate, made with water, NFS (Similac Advance)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
535,"Infant formula, powder, made with water, NFS (Similac Advance)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
536,"Infant formula, liquid concentrate, made with tap water (Similac Advance)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
537,"Infant formula, liquid concentrate, made with plain bottled water (Similac Advance)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
538,"Infant formula, liquid concentrate, made with baby water (Similac Advance)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
539,"Infant formula, powder, made with tap water (Similac Advance)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
540,"Infant formula, powder, made with plain bottled water (Similac Advance)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
541,"Infant formula, powder, made with baby water (Similac Advance)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
542,"Infant formula, NS as to form (Similac Advance Organic)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
543,"Infant formula, ready-to-feed (Similac Advance Organic)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
544,"Infant formula, powder, made with water, NFS (Similac Advance Organic)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
545,"Infant formula, powder, made with tap water (Similac Advance Organic)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
546,"Infant formula, powder, made with plain bottled water (Similac Advance Organic)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
547,"Infant formula, powder, made with baby water (Similac Advance Organic)",100,65.54,1.37,3.62,1.24,0.0,6.87,Infant formula,0.6554000000000001,0.3784530386740332
548,"Infant formula, NS as to form (Similac Sensitive)",100,65.33,1.4,3.53,2.298,0.0,6.99,Infant formula,0.6533,0.39660056657223797
549,"Infant formula, ready-to-feed (Similac Sensitive)",100,65.33,1.4,3.53,2.298,0.0,6.99,Infant formula,0.6533,0.39660056657223797
550,"Infant formula, liquid concentrate, made with water, NFS (Similac Sensitive)",100,65.33,1.4,3.53,2.298,0.0,6.99,Infant formula,0.6533,0.39660056657223797
551,"Infant formula, powder, made with water, NFS (Similac Sensitive)",100,65.33,1.4,3.53,2.298,0.0,6.99,Infant formula,0.6533,0.39660056657223797
552,"Infant formula, liquid concentrate, made with tap water (Similac Sensitive)",100,65.33,1.4,3.53,2.298,0.0,6.99,Infant formula,0.6533,0.39660056657223797
553,"Infant formula, liquid concentrate, made with plain bottled water (Similac Sensitive)",100,65.33,1.4,3.53,2.298,0.0,6.99,Infant formula,0.6533,0.39660056657223797
554,"Infant formula, liquid concentrate, made with baby water (Similac Sensitive)",100,65.33,1.4,3.53,2.298,0.0,6.99,Infant formula,0.6533,0.39660056657223797
555,"Infant formula, powder, made with tap water (Similac Sensitive)",100,65.33,1.4,3.53,2.298,0.0,6.99,Infant formula,0.6533,0.39660056657223797
556,"Infant formula, powder, made with plain bottled water (Similac Sensitive)",100,65.33,1.4,3.53,2.298,0.0,6.99,Infant formula,0.6533,0.39660056657223797
